address_full,incorporated_place,major_city,state,lat,lon,block_group,collection_datetime,provider,speed_down,speed_up,speed_unit,price,technology,package,fastest_speed_down,fastest_speed_price,fn,redlining_grade,race_perc_non_white,income_lmi,ppl_per_sq_mile,n_providers,income_dollars_below_median,internet_perc_broadband,median_household_income,income_level,speed_down_bins,race_quantile,is_slow,race_perc,color
"Apt 205, 375 Columbus Avenue, Boston, MA, 02116",Boston,Boston,MA,42.34524,-71.07633,1,1701822856.032644,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\78.geojson.gz,D,0.5218945487042002,0.9611392172796142,12765.083674610143,3.0,2965.0,0.9057239057239056,73333.0,,Medium (25-99),integrated,0,"[0.52, 0.57)",#a8596d
"Apt 1504, 130 Bowdoin Street, Boston, MA, 02108",Boston,Boston,MA,42.35932,-71.06254,1,1701822867.6102016,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\79.geojson.gz,,,,,,,,,,Medium (25-99),,0,,#a8596d
"Apt 207, 1 Warren Street, Boston, MA, 02129",Boston,Boston,MA,42.371948,-71.059998,1,1701821854.0372558,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\8.geojson.gz,D,0.0983118172790466,1.99973786993106,7302.922619479295,3.0,-76278.0,0.6923076923076923,152576.0,Upper Income,Medium (25-99),most white,0,"[0.05, 0.1)",#a8596d
"3, 762 E Broadway, Boston, MA, 02127",Boston,Boston,MA,42.33583,-71.03495,1,1701822879.9236712,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\80.geojson.gz,C,0.062730627306273,1.7453537445280347,10398.946035481767,2.0,-56869.0,0.6842105263157895,133167.0,Upper Income,Medium (25-99),most white,0,"[0.05, 0.1)",#a8596d
"3, 17 Sheffield Road, Boston, MA, 02131",Boston,Boston,MA,42.29017,-71.13378,1,1701822890.7262435,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\81.geojson.gz,C,0.4300666032350143,1.7741094130907755,6787.169601746195,3.0,-59063.0,1.0,135361.0,Upper Income,Medium (25-99),integrated,0,"[0.43, 0.48)",#a8596d
", 16 Maplewood Street, Boston, MA, 02132",Boston,Boston,MA,42.27059,-71.14836,1,1701822910.0296412,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\82.geojson.gz,C,0.5078125,0.7525492149204436,1931.4939988716187,3.0,18880.0,0.8064516129032258,57418.0,,Medium (25-99),integrated,0,"[0.48, 0.52)",#a8596d
", 182 Heath Street, Boston, MA, 02130",Boston,Boston,MA,42.3259237,-71.1049483,1,1701822927.3456993,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\83.geojson.gz,D,0.9758666081614744,0.2358646360323992,14903.41228632339,2.0,58302.0,0.6666666666666666,17996.0,Low,Medium (25-99),least white,0,"[0.95, 1.0)",#a8596d
"1, 37 Wachusett Street, Boston, MA, 02130",Boston,Boston,MA,42.29661,-71.11323,1,1701822946.560161,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\84.geojson.gz,C,,,,,,,,,Medium (25-99),,0,,#a8596d
"Apt 930, 17 Corey Street, Boston, MA, 02129",Boston,Boston,MA,42.37766,-71.05602,1,1701822966.6321125,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\85.geojson.gz,D,0.8882211538461539,0.3049752287084851,15069.187857712091,2.0,53029.0,0.7867647058823529,23269.0,Low,Medium (25-99),least white,0,"[0.86, 0.9)",#a8596d
", 4043 Washington Street, Boston, MA, 02131",Boston,Boston,MA,42.29142,-71.12314,1,1701822977.5710764,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\86.geojson.gz,C,,,,,,,,,Medium (25-99),,0,,#a8596d
"Apt 21, 127 Washington Street, Boston, MA, 02135",Boston,Boston,MA,42.345146,-71.144922,1,1701822989.9212954,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\87.geojson.gz,C,,,,,,,,,Medium (25-99),,0,,#a8596d
"2, 6 Clinton Place, Boston, MA, 02129",Boston,Boston,MA,42.38349,-71.07755,1,1701823009.413788,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\88.geojson.gz,,0.2274774774774774,1.712967574510472,1053.0118748433724,3.0,-54398.0,0.949748743718593,130696.0,Upper Income,Medium (25-99),most white,0,"[0.19, 0.24)",#a8596d
"Apt C, 38 School Street, Boston, MA, 02135",Boston,Boston,MA,42.3598317,-71.1435714,1,1701823026.702015,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\89.geojson.gz,D,,,,,,,,,Medium (25-99),,0,,#a8596d
"3, 56 Davison Street, Boston, MA, 02136",Boston,Boston,MA,42.25736,-71.11871,1,1701821864.810714,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\9.geojson.gz,C,0.9302615193026152,0.4031822590369341,3908.7599057614048,3.0,45536.0,0.71280276816609,30762.0,Low,Medium (25-99),least white,0,"[0.9, 0.95)",#a8596d
", 51 Massachusetts Avenue, Boston, MA, 02215",Boston,Boston,MA,42.3497,-71.08921,1,1701822026.7196612,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\20.geojson.gz,C,0.3471337579617834,1.4317675430548638,13407.630393475523,3.0,-32943.0,0.9817351598173516,109241.0,Upper Income,Medium (25-99),most white,0,"[0.33, 0.38)",#a8596d
", 42 Bateman Street, Boston, MA, 02131",Boston,Boston,MA,42.27137,-71.1306,1,1701823038.848411,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\90.geojson.gz,C,0.6044968669369701,1.1328213059320034,3610.0122285338666,3.0,-10134.0,0.8637803590285111,86432.0,,Medium (25-99),least white,0,"[0.57, 0.62)",#a8596d
", 1222 Commonwealth Avenue, Boston, MA, 02134",Boston,Boston,MA,42.350728,-71.1309701,1,1701823057.9639435,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\91.geojson.gz,C,0.6225769669327252,0.5363312275551129,12020.944130708922,4.0,35377.0,1.0,40921.0,,Medium (25-99),least white,0,"[0.62, 0.67)",#a8596d
"1, 16 Roach Street, Boston, MA, 02125",Boston,Boston,MA,42.3106,-71.05871,1,1701823076.466965,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\92.geojson.gz,D,0.8310880829015544,,9958.206490893142,2.0,,0.9773869346733668,,,Medium (25-99),least white,0,"[0.81, 0.86)",#a8596d
", 121 George Street, Boston, MA, 02119",Boston,Boston,MA,42.32482,-71.071973,1,1701823088.1674476,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\93.geojson.gz,D,0.8147029204431017,0.4402998767988676,2121.323466580076,3.0,42704.0,0.7936842105263158,33594.0,Low,Medium (25-99),least white,0,"[0.81, 0.86)",#a8596d
"Apt 5, 350 Beacon Street, Boston, MA, 02116",Boston,Boston,MA,42.35247,-71.0845,1,1701823098.803324,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\94.geojson.gz,B,0.1655231560891938,1.381648273873496,19401.96682030717,2.0,-29119.0,0.9454545454545454,105417.0,Upper Income,Medium (25-99),most white,0,"[0.14, 0.19)",#a8596d
", 9 Radford Place, Boston, MA, 02136",Boston,Boston,MA,42.2545,-71.12751,1,1701823107.9881191,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\95.geojson.gz,C,0.6617795753286148,1.1615638679912972,4015.159357980485,3.0,-12327.0,0.8400537634408602,88625.0,,Medium (25-99),least white,0,"[0.62, 0.67)",#a8596d
"3188, 700 Commonwealth Avenue, Boston, MA, 02215",Boston,Boston,MA,42.34936,-71.10402,1,1701821978.3660495,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\17.geojson.gz,,0.4848812095032397,0.4234055938556711,9135.393236257449,3.0,43993.0,0.7147335423197492,32305.0,Low,Medium (25-99),integrated,0,"[0.48, 0.52)",#a8596d
", 16 Creighton Street, Boston, MA, 02130",Boston,Boston,MA,42.32296,-71.10852,1,1701821762.3211002,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\1.geojson.gz,C,0.5470383275261324,1.2937691682612913,4003.1616142830576,2.0,-22414.0,0.9093567251461988,98712.0,Upper Income,Medium (25-99),integrated,0,"[0.52, 0.57)",#a8596d
"1, 21 Weymouth Avenue, Boston, MA, 02132",Boston,Boston,MA,42.26691,-71.1525,1,1701822009.328698,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\19.geojson.gz,C,0.5078125,0.7525492149204436,1931.4939988716187,3.0,18880.0,0.8064516129032258,57418.0,,Medium (25-99),integrated,0,"[0.48, 0.52)",#a8596d
"Apt 128, 91 Westland Avenue, Boston, MA, 02115",Boston,Boston,MA,42.34415,-71.08957,1,1701821949.713451,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\15.geojson.gz,C,0.6726973684210527,0.3015544313088154,32925.37636737788,4.0,53290.0,0.7870967741935484,23008.0,Low,Medium (25-99),least white,0,"[0.67, 0.71)",#a8596d
"1, 1368 River Street, Boston, MA, 02136",Boston,Boston,MA,42.254825,-71.127959,1,1701821998.1250975,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\18.geojson.gz,C,0.6617795753286148,1.1615638679912972,4015.159357980485,3.0,-12327.0,0.8400537634408602,88625.0,,Medium (25-99),least white,0,"[0.62, 0.67)",#a8596d
"1, 30 Sheridan Street, Boston, MA, 02130",Boston,Boston,MA,42.32151,-71.1082,1,1701821903.938156,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\12.geojson.gz,C,0.427458617332035,1.574602217620383,11078.031626863418,2.0,-43841.0,0.9946949602122016,120139.0,Upper Income,Medium (25-99),integrated,0,"[0.38, 0.43)",#a8596d
"6, 664 Massachusetts Avenue, Boston, MA, 02118",Boston,Boston,MA,42.33605,-71.07604,1,1701821875.5869987,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\10.geojson.gz,D,0.4724689165186501,0.9797766651812628,12121.081639683089,4.0,1543.0,0.8726315789473684,74755.0,,Medium (25-99),integrated,0,"[0.43, 0.48)",#a8596d
"51, 184 Commonwealth Avenue, Boston, MA, 02116",Boston,Boston,MA,42.35104,-71.07964,1,1701822076.4418707,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\23.geojson.gz,C,0.1578947368421052,2.2638470208917667,5109.096496619545,4.0,-96429.0,0.948936170212766,172727.0,Upper Income,Medium (25-99),most white,0,"[0.14, 0.19)",#a8596d
"1, 78 Train Street, Boston, MA, 02122",Boston,Boston,MA,42.29319,-71.05414,1,1701821778.5121372,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\2.geojson.gz,C,0.4162724692526017,1.2437547511074996,6776.987734742161,3.0,-18598.0,0.8317073170731707,94896.0,Upper Income,Medium (25-99),integrated,0,"[0.38, 0.43)",#a8596d
"22, 10 Coffey Street, Boston, MA, 02122",Boston,Boston,MA,42.28898,-71.05058,1,1701821915.6281528,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\13.geojson.gz,C,0.2346445824706694,1.1654302865081654,3137.5521030693444,3.0,-12622.0,0.9010654490106544,88920.0,,Medium (25-99),most white,0,"[0.19, 0.24)",#a8596d
", 61 S Huntington Avenue, Boston, MA, 02130",Boston,Boston,MA,42.33052,-71.11174,1,1701822043.9503272,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\21.geojson.gz,D,,,,,,,,,Medium (25-99),,0,,#a8596d
"Apt 905, 118 Huntington Avenue, Boston, MA, 02116",Boston,Boston,MA,42.3461,-71.08033,1,1701822055.7249506,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\22.geojson.gz,D,0.4143331751305173,1.101876851293612,8417.057824827723,4.0,-7773.0,0.8874488403819918,84071.0,,Medium (25-99),integrated,0,"[0.38, 0.43)",#a8596d
"45, 370 Chestnut Hill Avenue, Boston, MA, 02135",Boston,Boston,MA,42.33657,-71.15121,1,1701821931.6569085,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\14.geojson.gz,C,0.2352352352352352,0.96988125507877,6264.501160092807,3.0,2298.0,0.9827586206896552,74000.0,,Medium (25-99),most white,0,"[0.19, 0.24)",#a8596d
"Apt 22, 100 Kilsyth Road, Boston, MA, 02135",Boston,Boston,MA,42.34023,-71.14601,1,1701821960.5474703,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\16.geojson.gz,C,,,,,,,,,Medium (25-99),,0,,#a8596d
"2, 132 Train Street, Boston, MA, 02122",Boston,Boston,MA,42.29132,-71.05319,1,1701822109.7337856,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\26.geojson.gz,C,0.4162724692526017,1.2437547511074996,6776.987734742161,3.0,-18598.0,0.8317073170731707,94896.0,Upper Income,Medium (25-99),integrated,0,"[0.38, 0.43)",#a8596d
"Apt 517, 30 Rockingham Avenue, Boston, MA, 02132",Boston,Boston,MA,42.26482,-71.15611,1,1701822087.4616635,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\24.geojson.gz,C,0.5078125,0.7525492149204436,1931.4939988716187,3.0,18880.0,0.8064516129032258,57418.0,,Medium (25-99),integrated,0,"[0.48, 0.52)",#a8596d
"Apt 4, 55 Burbank Street, Boston, MA, 02115",Boston,Boston,MA,42.34458,-71.0884,1,1701822098.585692,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\25.geojson.gz,C,0.6726973684210527,0.3015544313088154,32925.37636737788,4.0,53290.0,0.7870967741935484,23008.0,Low,Medium (25-99),least white,0,"[0.67, 0.71)",#a8596d
"4, 468 Massachusetts Avenue, Boston, MA, 02118",Boston,Boston,MA,42.34021,-71.08088,1,1701822123.4077926,Viasat,25,Not specified,Mbps,69.99,Satellite,Choice 25 Mbps/60 GB,50,299.99,../data/intermediary/isp/viastat\boston\27.geojson.gz,D,,,,,,,,,Medium (25-99),,0,,#a8596d
